"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;86630;MARISE;"Materials for Avalanche Receiver for ultImate SEnsitivity";224142;"Avalanche photodiodes are key components for many applications (telecom, ranging, sensing, spectroscopy,...) because their internal gain improves the photoreceiver sensitivity considerably. Two III-V materials of interest have emerged: AlGaAs and AlInAs, lattice-matched to Ga...";FP7-ICT;2008-05-01;2011-07-31;en;en;"2016-04-01 14:53:46";http://cordis.europa.eu/project/rcn/86630_en.html
project;85779;LTfLL;"Language Technology for Lifelong Learning";212578;"The objective of the LTfLL project is to create next-generation support services to enhance competence building and knowledge creation in educational and organizational settings. The services run (semi)automatically to avoid aggravating the workload of tutors. <br/>Involving ...";FP7-ICT;2008-03-01;2011-02-28;en;en;"2016-04-01 14:43:10";http://cordis.europa.eu/project/rcn/85779_en.html
project;85775;LIREC;"LIving with Robots and intEractive Companions";215554;"LIREC aims to establish a multi-faceted (memory, emotions, cognition, communication, learning, etc.) theory of artificial long-term companions, embody it in robust and innovative technology, verify the theory and technology experimentally in real social environments, and prov...";FP7-ICT;2008-03-01;2012-08-31;en;en;"2016-04-01 14:46:07";http://cordis.europa.eu/project/rcn/85775_en.html
project;85774;VM;"Vital Mind";215387;"Cognitive decline in aging people can often be accompanied by mental, physical and social hardship. Cognitive training and, in particular computerized training in executive functioning, memory and speed of processing is associated with prolonging personal autonomy in these th...";FP7-ICT;2008-01-01;2011-03-31;en;en;"2016-04-01 14:53:47";http://cordis.europa.eu/project/rcn/85774_en.html
project;85561;WHERE;"Wireless Hybrid Enhanced Mobile Radio Estimators";217033;"To increase ubiquitous and mobile network access and data rates, scientific and technological development is more and more focussing on the integration of radio access networks (RANs). For an efficient usage of RANs, knowledge of the position of mobile terminals (MTs) is valu...";FP7-ICT;2008-01-01;2010-06-30;en;en;"2016-04-01 14:32:26";http://cordis.europa.eu/project/rcn/85561_en.html
project;85552;SCOVIS;"Self-Configurable Cognitive Video Supervision";216465;"SCOVIS will investigate weakly supervised learning algorithms and self-adaptation strategies for analysis of visually observable procedures. SCOVIS research directly affects ease of deployment and minimises effort of operation of monitoring systems and is unique in the sense ...";FP7-ICT;2008-03-01;2011-02-28;en;en;"2016-04-01 14:50:34";http://cordis.europa.eu/project/rcn/85552_en.html
project;85529;NAPA-WINE;"Network-Aware P2P-TV Application over Wise Networks";214412;"In the next few years we will assist to the explosion of the market of high quality video distribution over Internet (IPTV). The massive deployment of IPTV platforms will offer the opportunity to change the paradigm of current TV broadcasting, moving from the nowadays mass TV...";FP7-ICT;2008-02-01;2011-04-30;en;en;"2016-04-01 14:26:44";http://cordis.europa.eu/project/rcn/85529_en.html
project;85449;Trilogy;"Trilogy: Re-Architecting the Internet. \nAn Hourglass Control Architecture for the Internet, Supporting Extremes of Commercial, Social and Technical Control";216372;"This Trilogy proposal is for a 3-year Integrated Project targeting Challenge 1 of the 7th Framework Programme: ""Pervasive and Trusted Network and Service Infrastructures"". The project scope lies entirely within Objective 1.1, ""The Network of the Future"".The aim of the project...";FP7-ICT;2008-01-01;2011-03-31;en;en;"2016-04-01 14:27:19";http://cordis.europa.eu/project/rcn/85449_en.html
project;85401;Apple-CORE;"Architecture Paradigms and Programming Languages for Efficient programming of multiple CORES";215216;"Apple-CORE will develop compilers, operating systems and execution platforms to support and evaluate a novel architecture paradigm that can exploit many-core chips to the end of silicon. It adopts a systematic model of concurrency implemented as instructions in the processors...";FP7-ICT;2007-11-01;2011-04-30;en;en;"2016-04-01 14:33:35";http://cordis.europa.eu/project/rcn/85401_en.html
project;85391;KIWI;"Knowledge in a Wiki";211932;"The objective of the project KIWI is to develop an advanced knowledge management system (the ""KIWI system"") based on a semantic wiki. This system will support collaborative knowledge creation and sharing, and use semantic descriptions and reasoning as a means to intelligently...";FP7-ICT;2008-03-01;2011-02-28;en;en;"2016-04-01 14:25:45";http://cordis.europa.eu/project/rcn/85391_en.html
project;85389;SEMAINE;"Sustained Emotionally coloured Machine-human Interaction using Nonverbal Expression";211486;"The aim of the SEMAINE project is to draw together the current research on non-verbal signs and to produce a system that capitalises on them to achieve genuinely sustained, emotionally coloured interactions between a person and a machine. To do that, it develops an idea which...";FP7-ICT;2008-01-01;2010-12-31;en;en;"2016-04-01 14:19:14";http://cordis.europa.eu/project/rcn/85389_en.html
project;85386;OPERA;"Organic/Plastic Electronics Research Alliance";215150;"We propose to coordinate the work of academia and industry active in plastic electronics. The overall objective is to strengthen the position of Europe as the leading force in PE in the world.<br/>Our specific objective in Opera is to create the conditions for the establishme...";FP7-ICT;2008-01-01;2010-12-31;en;en;"2016-04-01 14:30:46";http://cordis.europa.eu/project/rcn/85386_en.html
project;85352;CHIANTI;"Challenged Internet Access Network Technology Infrastructure";216714;"At the time the Internet was designed, end systems were stationary and interconnected through permanent, wired links. Support for highly mobile hosts that frequently switch access technologies was not a design objective. However, nomadic and mobile hosts will dominate the mar...";FP7-ICT;2008-01-01;2010-02-28;en;en;"2016-04-01 14:16:55";http://cordis.europa.eu/project/rcn/85352_en.html
project;85346;Multi-Base;"Scalable Multi-tasking Baseband for Mobile Communications";216541;"In order to strengthen Europe's leading position in high-speed, end-to-end, mobile network systems technology, the Multi-Base consortium has identified three main areas where research will have a major impact on the advancement of state-of-the-art technology and the emergence...";FP7-ICT;2008-01-01;2011-04-30;en;en;"2016-04-01 14:14:29";http://cordis.europa.eu/project/rcn/85346_en.html
project;85345;Mobile3DTV;"Mobile 3DTV Content Delivery Optimization over DVB-H System";216503;"The MOBILE3DTV project aims at developing core elements of the next generation of mobile 3D television (3DTV). The project scenario assumes that stereoscopic video is captured and converted to a proper content format, then compressed, encapsulated, and broadcast to a large au...";FP7-ICT;2008-01-01;2011-03-31;en;en;"2016-04-01 14:22:26";http://cordis.europa.eu/project/rcn/85345_en.html
project;85325;DaVinci;"Design and Versatile implementation of nonbinary wireless communications based on innovative LDPC codes";216203;"The DaVinci project aims at developing new technologies targeting future B3G or 4G wireless broadband transmission systems such as IEEE 802.16e/m, or 3GPP-LTE. It is well known that the increase in data rate and heterogeneous transport in wireless networks demands very effici...";FP7-ICT;2008-01-01;2010-06-30;en;en;"2016-04-01 14:54:15";http://cordis.europa.eu/project/rcn/85325_en.html
project;85319;SENDORA;"SEnsor Network for Dynamic and Opportunistic Radio Acess";216076;"Dynamic spectrum allocation has become a key research activity in wireless communications field and in particular a key technology for ""The Network of the Future"" objective proposed in ICT Work Programme 2007.<br/>Following these current trends towards dynamic spectrum alloca...";FP7-ICT;2008-01-01;2010-12-31;en;en;"2016-04-01 14:43:50";http://cordis.europa.eu/project/rcn/85319_en.html
project;85310;POETICON;"The ""Poetics"" of Everyday Life: Grounding Resources and Mechanisms for Artificial Agents";215843;"Reproducing an act with sensorimotor means and using fine natural language for communicating the intentionality behind the act is what Aristotle called ""Poetics"". POETICON explores the ""poetics of everyday life"", i.e. the synthesis of sensorimotor representations and natural ...";FP7-ICT;2008-01-01;2010-12-31;en;en;"2016-04-01 14:33:16";http://cordis.europa.eu/project/rcn/85310_en.html
project;85279;OPTIMIX;"OPTImisation of Multimedia over wireless Ip links via X-layer design";214625;"The OPTIMIX project will focus on studying innovative solutions enabling enhanced video streaming in an IP based wireless heterogeneous system, based on cross layer adaptation of the whole transmission chain.To achieve this goal, it is proposed to develop a scheme including a...";FP7-ICT;2008-03-01;2011-02-28;en;en;"2016-04-01 14:31:51";http://cordis.europa.eu/project/rcn/85279_en.html
project;94933;WHERE2;"Wireless Hybrid Enhanced Mobile Radio Estimators - Phase 2";248894;"The availability of position information plays an increasing role in wireless communications networks already today and will be an integral part of future systems. They inherently can offer the ability for stand-alone positioning especially in situations where conventional sa...";FP7-ICT;2010-07-01;2013-10-31;en;en;"2016-04-01 13:28:22";http://cordis.europa.eu/project/rcn/94933_en.html
project;94919;RECOGNITION;"Relevance and cognition for self-awareness in a content-centric Internet";257756;"RECOGNITION will develop a radically new approach for embedding self-awareness in ICT systems. This will be based on the cognitive processes that the human species exhibits for self-awareness, seeking to exploit the fact that humans are ultimately the fundamental basis for hi...";FP7-ICT;2010-10-01;2013-09-30;en;en;"2016-04-01 14:04:44";http://cordis.europa.eu/project/rcn/94919_en.html
project;94140;eCoMove;"Cooperative Mobility Systems and Services for Energy Efficiency";247908;"The eCoMove project will create an integrated solution for road transport energy efficiency by developing systems and tools to help drivers sustainably eliminate unnecessary fuel consumption (and thus CO2 emissions), and to help road operators manage traffic in the most energ...";FP7-ICT;2010-04-01;2014-01-31;en;en;"2016-04-01 13:41:51";http://cordis.europa.eu/project/rcn/94140_en.html
project;94915;EURODOTS;"European Doctoral Training Support in Micro/Nano-electronics";257051;"This support action, EURO-DOTS, is aimed primarily at improving the offering and the quality of training proposed to European PhD students. It helps fulfilling the requirements for ECTS credits imposed to PhD students by major European universities for obtaining the Doctoral ...";FP7-ICT;2010-05-01;2012-12-31;en;en;"2016-04-01 13:39:56";http://cordis.europa.eu/project/rcn/94915_en.html
project;94912;VIS-SENSE;"Visual Analytic Representation of Large Datasets for Enhancing Network Security";257495;"The main goal of VIS-SENSE is the research and development of novel visual analytics technologies for the identification and prediction of very complex patterns of abnormal behavior in various application areas ranging from network information security and attack attribution ...";FP7-ICT;2010-10-01;2013-11-30;en;en;"2016-04-01 13:46:31";http://cordis.europa.eu/project/rcn/94912_en.html
project;94328;CNG;"The Community Network Game";248175;"Gamers on an MMOG may become an active community having common interests, adventures and sharing common objectives.The CNG project intends to enhance the activities between the online gamers and develop the tools for generation, distribution and insertion of User Generated Co...";FP7-ICT;2010-02-01;2012-11-30;en;en;"2016-04-01 13:22:53";http://cordis.europa.eu/project/rcn/94328_en.html
project;94029;ALICANTE;"Media Ecosystem Deployment Through Ubiquitous Content-Aware Network Environments";248652;"The ALICANTE project proposes a novel concept towards the deployment of a networked 'Media Ecosystem'. The proposed solution is based on a flexible cooperation between providers, operators, and end-users, finally enabling every user to access the offered multimedia services i...";FP7-ICT;2010-03-01;2013-08-31;en;en;"2016-04-01 13:21:13";http://cordis.europa.eu/project/rcn/94029_en.html
project;94147;REViSITE;"Roadmap Enabling Vision and Strategy for ICT-enabled Energy Efficiency";248705;"REViSITE will contribute to the formation of a European multidisciplinary 'ICT for energy-efficiency' research community by bringing together the ICT community and 4 important and complementary application sectors: grids, building/construction, manufacturing and lighting.The ...";FP7-ICT;2010-02-01;2012-04-30;en;en;"2016-04-01 13:38:16";http://cordis.europa.eu/project/rcn/94147_en.html
project;93950;Sim-e-Child;"Grid-Enabled Platform for Simulations in Paediatric Cardiology – Toward the Personalized Virtual Child Heart";248421;"There is a high demand for patient specific cardiovascular disease therapeutics. Paediatric cardiology, in particular, faces difficult challenges due to the evolving nature of a child's heart and vascular system. Comprehensive and accurate computer models reconstructed from p...";FP7-ICT;2010-01-01;2012-06-30;en;en;"2016-04-01 13:52:33";http://cordis.europa.eu/project/rcn/93950_en.html
project;93917;Florence;"Multi Purpose Mobile Robot for Ambient Assisted Living";248730;"Due to increasing mobility and the ageing society the demand for care will increase significantly, leading to high costs and unrealistic manpower demands. Florence will alleviate this by keeping elderly independent much longer by providing care and coaching services, supporte...";FP7-ICT;2010-02-01;2013-01-31;en;en;"2016-04-01 13:17:28";http://cordis.europa.eu/project/rcn/93917_en.html
project;93840;PADGETS;"Policy Gadgets Mashing Underlying Group Knowledge in Web 2.0 Media";248920;"Today the ever growing visibility of the web as a medium that exhibits the potential to attract and maintain society's involvement coupled with the need for a more citizen-centric and socially-rooted policy making, calls for novel tools with the capability to analyze society'...";FP7-ICT;2010-01-01;2013-06-30;en;en;"2016-04-01 13:59:17";http://cordis.europa.eu/project/rcn/93840_en.html
project;93846;OCOPOMO;"Open Collaboration in Policy Modelling";248128;"OCOPOMO addresses two levels of scientific and technological advancements:1)\tSocio-political: to formulate, model, evaluate and monitor social and economic policies of governments, which are supported by2)\tScientific and technological innovations: drawing together lessons a...";FP7-ICT;2010-01-01;2013-04-30;en;en;"2016-04-01 14:02:19";http://cordis.europa.eu/project/rcn/93846_en.html
project;93812;QUASAR;"Quantitative Assessment of Secondary Spectrum Access";248303;"The need for the radio spectrum for the rapidly growing broadband access services is evident. Abundant and fast access to spectrum has three main advantages: it fosters rapid innovation in wireless systems and services lowering entry barrier on the market; it enables affordab...";FP7-ICT;2010-01-01;2012-06-30;en;en;"2016-04-01 13:36:30";http://cordis.europa.eu/project/rcn/93812_en.html
project;93838;+Spaces;"Policy Simulation in Virtual Spaces";248726;"Positiv Spaces (+Spaces) aims to provide novel technologies and instruments that will allow government bodies to measure public opinion on a large scale and seize the outcomes of prospective policy measures by leveraging the power of the communities. From the +Spaces perspect...";FP7-ICT;2010-01-01;2012-09-30;en;en;"2016-04-01 13:49:25";http://cordis.europa.eu/project/rcn/93838_en.html
project;93810;PANACEA;"Platform for Automatic, Normalized Annotation and Cost-Effective Acquisition of Language Resources for Human Language Technologies";248064;"A strategic challenge for Europe in today&apos;s globalised economy is to overcome language barriers through technological means. In particular, Machine Translation systems are expected to have a significant impact in the managing of multilingualism in Europe.PANACEA is facin...";FP7-ICT;2010-01-01;2012-12-31;en;en;"2016-04-01 13:11:04";http://cordis.europa.eu/project/rcn/93810_en.html
project;93783;MUSCADE;"Multimedia Scalable 3D for Europe";247010;"The last decade has seen a revolution in the distribution of motion content: from analogue to digital and then from SDTV to HDTV. Both the delivery and the content creation industries exploited these advances, for the final benefit of consumers. Today, it is widely accepted t...";FP7-ICT;2010-01-01;2013-06-30;en;en;"2016-04-01 13:56:53";http://cordis.europa.eu/project/rcn/93783_en.html
project;93777;M-Eco;"The Medical Ecosystem - Personalized Event-based Surveillance";247829;"Many factors in today's changing societies contribute towards the continuous emergence of infectious diseases. Demographic change, globalization, bioterrorism, compounded with the resilient nature of viruses and diseases such as SARS and avian influenza have raised awareness ...";FP7-ICT;2010-01-01;2012-08-31;en;en;"2016-04-01 13:22:25";http://cordis.europa.eu/project/rcn/93777_en.html
project;93745;E-PRICE;"Price-based Control of Electrical Power Systems";249096;"The EU electric power system experiences a fundamental change in the quasi-monopolistic, top-down oriented, stable, and reasonable predictable arrangements of the past. It now spans continents, has hundreds of millions consumers and hundreds of thousands of producers, from nu...";FP7-ICT;2010-02-01;2013-05-31;en;en;"2016-04-01 13:12:00";http://cordis.europa.eu/project/rcn/93745_en.html
project;93738;GAMES;"Green Active Management of Energy in IT Service centres";248514;"The vision of the GAMES project is for a new generation of energy efficient IT Service Centres. With the unprecedented digitisation of business and government processes across Europe, energy efficiency of IT Systems and IT Service Centres is dramatically emerging as one of th...";FP7-ICT;2010-01-01;2012-06-30;en;en;"2016-04-01 13:42:11";http://cordis.europa.eu/project/rcn/93738_en.html
project;93737;NETMAR;"Open service network for marine environmental data";249024;"NETMAR aims to develop a pilot European Marine Information System (EMIS) for searching, downloading and integrating satellite, in situ and model data from ocean and coastal areas. It will be a user-configurable system offering service discovery, access and chaining facilities...";FP7-ICT;2010-02-01;2013-01-31;en;en;"2016-04-01 13:33:31";http://cordis.europa.eu/project/rcn/93737_en.html
project;93727;ENERsip;"ENERgy Saving Information Platform for Generation and Consumption Networks";247624;"The main goal of the ENERsip project is to create an adaptive, customizable, and service-oriented ENERgy monitoring and control system for energy grids and decision makers. ENERsip is conceived on the idea that mixing energy, communications, control, computing and constructio...";FP7-ICT;2010-01-01;2012-11-30;en;en;"2016-04-01 13:18:16";http://cordis.europa.eu/project/rcn/93727_en.html
project;93726;INTEGRIS;"INTelligent Electrical Grid Sensor communications";247938;"INTEGRIS project proposes the development of a novel and flexible ICT infrastructure based on a hybrid Power Line Communication-wireless integrated communications system able to completely and efficiently fulfill the communications requirements foreseen for the Smart Electric...";FP7-ICT;2010-02-01;2012-12-31;en;en;"2016-04-01 13:26:49";http://cordis.europa.eu/project/rcn/93726_en.html
project;93723;SUDPLAN;"Sustainable Urban Development Planner for Climate Change Adaptation";247708;"The SUDPLAN project aims at developing an easy-to-use web-based planning, prediction, decision support and training tool, for the use in an urban context, based on a what-if scenario execution environment, which will help to assure population's health, comfort, safety and lif...";FP7-ICT;2010-01-01;2012-12-31;en;en;"2016-04-01 13:44:10";http://cordis.europa.eu/project/rcn/93723_en.html
project;93539;SAMURAI;"Spectrum Aggregation and Multi-User MIMO: Real-world Impact";248268;"Next generation cellular wireless systems will require data rates which are one order of magnitude higher than the ones provided by current systems.<br/>One way to improve the rates is to increase the bandwidth. Unfortunately, spectrum is a fragmented resource and large bands...";FP7-ICT;2010-01-01;2012-10-31;en;en;"2016-04-01 13:16:02";http://cordis.europa.eu/project/rcn/93539_en.html
project;93722;TUMOR;"Transatlantic TUmour MOdel Repositories";247754;"The project aims at developing a European clinically oriented semantic-layered cancer digital model repository from existing EU projects that will be interoperable with the US grid enabled semantic-layered digital model repository platform at CViT.org (Center for the Developm...";FP7-ICT;2010-04-01;2013-09-30;en;en;"2016-04-01 13:19:23";http://cordis.europa.eu/project/rcn/93722_en.html
project;93256;AsTeRICS;"Assistive Technology Rapid Integration & Construction Set";247730;"More than 2,6 million people in Europe have problems with their upper limbs and therefore many of them depend on Assistive Technologies (AT). As the potential of the individual user is very specific, adaptive, ICT-based solutions are needed to let this population group partic...";FP7-ICT;2010-01-01;2012-12-31;en;en;"2016-04-01 13:20:31";http://cordis.europa.eu/project/rcn/93256_en.html
project;92868;EternalS;"Trustworthy Eternal Systems via Evolving Software, Data and Knowledge";247758;"Latest research work within ICT has allowed to pinpoint the most important and urgently required features that future systems should have to meet users' needs. Accordingly, methods making systems capable of adapting to changes in user requirements and application domains are ...";FP7-ICT;2010-03-01;2013-02-28;en;en;"2016-04-01 13:13:43";http://cordis.europa.eu/project/rcn/92868_en.html
project;92865;CSN;"The Convergent Science Network for biohybrid and biomimetic systems";248986;"The Convergent Science Network (CSN) will coordinate and facilitate the development and deployment of multidisciplinary methods, concepts and technologies to advance the understanding and engineering of biomimetic and hybrid biological and artificial systems. The concrete out...";FP7-ICT;2010-03-01;2013-02-28;en;en;"2016-04-01 13:44:42";http://cordis.europa.eu/project/rcn/92865_en.html
project;89520;EUROPA;"European Robotic Pedestrian Assistant";231888;"In the field of robotics, there has recently been a tremendous progress in the development of autonomous robots that offer various services to their users. Typical services include support of elderly people, cleaning, transportation, and delivery tasks, exploration of unacces...";FP7-ICT;2009-03-02;2012-02-29;en;en;"2016-04-01 13:35:28";http://cordis.europa.eu/project/rcn/89520_en.html
project;89238;CLONS;"A closed-loop neural prosthesis for dizziness suppression";225929;"The main goal of the CLONS project is to develop suitable technological solutions to increase the quality of life of people affected by vestibular disorders. Toward this aim, an innovative closed-loop sensory neural prosthesis will be developed and tested in animal models and...";FP7-ICT;2009-01-01;2013-03-31;en;en;"2016-04-01 13:10:51";http://cordis.europa.eu/project/rcn/89238_en.html
project;87371;AmI-MoSES;"Ambient-Intelligent Interactive Monitoring System for Energy Use Optimisation in Manufacturing SMEs";224250;"The main business aim is to produce a leap forward in energy efficiency and cost reduction in manufacturing SMEs.<br/>The AmI-MoSES project will develop an (ambient) intelligent monitoring system for energy consumption, dedicated to manufacturing SMEs, to provide comprehensiv...";FP7-ICT;2008-09-01;2011-08-31;en;en;"2016-04-01 14:04:49";http://cordis.europa.eu/project/rcn/87371_en.ht
project;109999;ENVISAGE;"Engineering Virtualized Services";610582;"Software services are virtualized if they can adapt to the elasticity of cloud computing. To foster the industrial adoption of virtualized services, it is necessary to address two important problems: (1) the efficient analysis, dynamic composition and deployment of services w...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2016-04-08 21:43:54";http://cordis.europa.eu/project/rcn/109999_en.html
brief;190906;;"Servicios virtualizados, rentables y de gran calidad para empresas";;"Un menor gasto, una recuperación más fácil tras eventuales catástrofes, mayor eficiencia en las operaciones informáticas y mayor continuidad del negocio; estos son algunos de los muchos argumentos a favor de que las empresas recurran a los llamados servicios «virtualizados». No obstante, estos presentan aún problemas nada desdeñables, y con el propósito de resolverlos se puso en marcha el proyecto ENVISAGE.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2017-01-18 16:52:02";http://cordis.europa.eu/result/rcn/190906_es.html
brief;190906;;"High quality, cost-effective virtualised services for businesses";;"Reduced expenditure, easier recovery from potential disasters, more efficient IT operations and better business continuity are so many arguments in favour of virtualised services in enterprise. But two important problems remain that the ENVISAGE project set out to overcome.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2017-01-18 16:52:01";http://cordis.europa.eu/result/rcn/190906_en.html
brief;190906;;"Des services virtualisés de haute qualité et rentables pour les entreprises";;"Des dépenses réduites, un rétablissement facilité en cas de catastrophe, une informatique plus efficace et une meilleure continuité de l'activité sont autant d'arguments en faveur de la mise en place de services virtualisés en entreprise. Toutefois, il reste deux problèmes que le projet ENVISAGE s'est fixé pour mission de résoudre.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2017-01-18 16:52:02";http://cordis.europa.eu/result/rcn/190906_fr.html
brief;190906;;"Przystępne cenowo i wysokojakościowe usługi wirtualne dla przedsiębiorstw";;"Zmniejszenie wydatków, łatwiejsze odzyskiwanie danych po awarii, bardziej wydajne operacje IT i skuteczniejsze zarządzanie ciągłością działania to jedne z wielu argumentów przemawiających za wdrożeniem usług wirtualnych w przedsiębiorstwie. Na przeszkodzie do korzystania z takich usług stoją jednak dwa problemy, których rozwiązania podjął się zespół projektu ENVISAGE.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2017-01-18 16:52:03";http://cordis.europa.eu/result/rcn/190906_pl.html
brief;190906;;"Servizi virtualizzati economici e di alta qualità per le aziende";;"Spese ridotte, ripristino più facile dopo potenziali disastri, operazioni informatiche più efficienti e migliore continuità aziendale sono alcuni degli argomenti a favore dei servizi virtualizzati nelle aziende. Ma rimangono due importanti problemi che il progetto ENVISAGE si è proposto di superare.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2017-01-18 16:52:03";http://cordis.europa.eu/result/rcn/190906_it.html
brief;190906;;"Hochwertige und kostengünstige virtualisierte Dienstleistungen für Unternehmen";;"Reduzierter Kostenaufwand, einfachere Bewältigung potenzieller Katastrophen, effizientere IT-Operationen und bessere Geschäftskontinuität sind viele Argumente zugunsten virtualisierter Dienstleistungen im Unternehmen. Es bleiben jedoch zwei wichtige Probleme, die das ENVISAGE-Projekt lösen sollte.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2017-01-18 16:52:00";http://cordis.europa.eu/result/rcn/190906_de.html
project;108514;SimpleSkin;"Cheap, textile based whole body sensor sensing system for interaction, physiological monitoring and activity recognition";323849;"We propose a fundamentally new approach for creating smart textiles and functional garments. The basic idea is to separate sensing textile production, garment manufacturing, the hardware platform, and the software implementation by well-defined abstractions and interfaces. A ...";FP7-ICT;2013-07-01;2016-06-30;en;en;"2016-04-01 21:38:43";http://cordis.europa.eu/project/rcn/108514_en.html
brief;190905;;"Acercar los tejidos inteligentes al gran público";;"Una iniciativa liderada por investigadores de Alemania, Suiza y Suecia, financiada con fondos comunitarios, ha permitido desarrollar un sistema de sensores que podrá producir en serie e integrarse en tejidos para vigilar la actividad y los cambios fisiológicos de las personas.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2017-01-18 16:46:51";http://cordis.europa.eu/result/rcn/190905_es.html
brief;190905;;"Researchers aim to bring smart textiles to the masses";;"EU-funded researchers in Germany, Switzerland and Sweden have developed a mass-producible system of sensors that can be embedded in fabrics in order to monitor people’s activity and physiological changes.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2017-01-18 16:46:51";http://cordis.europa.eu/result/rcn/190905_en.html
brief;190905;;"Des recherches pour mettre les textiles intelligents à la portée de tous";;"Grâce à un financement de l'UE, des chercheurs d'Allemagne, de Suisse et de Suède ont mis au point un système de capteur intégré au tissu qui permettrait de surveiller l'activité et les changements physiologiques des individus et qui, de surcroît, pourrait être produit en masse.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2017-01-18 16:46:52";http://cordis.europa.eu/result/rcn/190905_fr.html
brief;190905;;"Naukowcy postawili sobie za cel masową produkcję inteligentnych tkanin";;"Wspierana ze środków unijnych grupa badaczy z Niemiec, Szwajcarii i Szwecji opracowała system czujników do masowej produkcji. Czujniki mogą być osadzone na włóknach tkanin i w ten sposób monitorować aktywność i zmiany fizjologiczne użytkowników.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2017-01-18 16:46:53";http://cordis.europa.eu/result/rcn/190905_pl.html
brief;190905;;"Ricercatori mirano a portare i tessuti intelligenti alle masse";;"Ricercatori finanziati dall’UE in Germania, Svizzera e Svezia hanno sviluppato un sistema di sensori producibile su scala industriale che può essere integrato nei tessuti al fine di monitorare le attività e i cambiamenti fisiologici delle persone.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2017-01-18 16:46:52";http://cordis.europa.eu/result/rcn/190905_it.html
brief;190905;;"Forscher zielen auf Massentauglichkeit intelligenter Textilien ab";;"EU-finanzierte Forscher in Deutschland, der Schweiz und Schweden haben ein für die Massenfertigung taugliches Sensorsystem entwickelt, das in Stoffe eingebettet werden kann, um die Aktivitäten von Menschen sowie physiologische Veränderungen zu beobachten.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2017-01-18 16:46:50";http://cordis.europa.eu/result/rcn/190905_de.html
project;110730;Recall;"RECALL: Enhanced Human Memory";612933;"RECALL aims to re-think and re-define the notion of memory augmentation. Recent developments in capture technology and information retrieval allow for continuous and automated recordings of many aspects of our everyday lives. RECALL will harness these trends and develop a new...";FP7-ICT;2013-11-01;2016-10-31;en;en;"2016-04-11 12:47:46";http://cordis.europa.eu/project/rcn/110730_en.html
brief;190904;;"Nuevas herramientas para mejorar la memoria humana";;"El proyecto RECALL, financiado con fondos comunitarios, ha centrado sus esfuerzos en buscar métodos tecnológicos para aumentar la memoria en los humanos, por ejemplo mediante la proyección de datos desde bancos de memoria personales en pantallas u otras interfaces para que las personas puedan revivir o recordar información clave de acontecimientos del pasado reciente o lejano.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2017-01-18 16:43:41";http://cordis.europa.eu/result/rcn/190904_es.html
brief;190904;;"Developing tools to enhance human memory";;"The EU-funded RECALL project has been exploring ways of using technology to augment human memory, for instance by feeding data from purpose-built personal memory banks onto screens and other interfaces to replay and remind people of key information from events in the recent or distant past.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2017-01-18 16:43:40";http://cordis.europa.eu/result/rcn/190904_en.html
brief;190904;;"Développer des outils pour améliorer la mémoire humaine";;"Le projet RECALL, financé par l'UE, a étudié différentes façons d'utiliser la technologie pour améliorer la mémoire humaine, par exemple en restituant sur un écran ou une autre interface des données issues de banques de mémoire personnelles spécialisées pour revoir et rappeler aux individus des informations clés se rapportant à des évènements récents ou lointains.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2017-01-18 16:43:42";http://cordis.europa.eu/result/rcn/190904_fr.html
brief;190904;;"Narzędzia do zwiększania możliwości ludzkiej pamięci";;"W ramach finansowanego przez UE projektu RECALL podjęto próbę znalezienia sposobu na wzmocnienie ludzkiej pamięci za pomocą technologii. Przykładem tego byłoby na przykład wyświetlanie na ekranie danych pochodzących ze specjalnie dostosowanych do indywidualnych potrzeb osobistych banków pamięci lub stworzenie innych interfejsów, których zadaniem byłoby odtwarzanie lub przypominanie użytkownikom istotnych dla nich zdarzeń lub informacji z niedalekiej lub odległej przeszłości.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2017-01-18 16:43:43";http://cordis.europa.eu/result/rcn/190904_pl.html
